yearc,stg,m,l,u,na.rm,agegp,cat,timex
2003,V,68.935,59.859,78.279,TRUE,18+y,Fitted,prepcv13
2004,F,15.573,12.385,20.361,TRUE,<1y,Fitted,prepcv13
2004,F,12.71,10.222,15.289,TRUE,1-4y,Fitted,prepcv13
2004,F,0.568,0.459,0.688,TRUE,5-17y,Fitted,prepcv13
2004,F,4.091,3.293,4.97,TRUE,18+y,Fitted,prepcv13
2004,N,417.763,402.582,434.004,TRUE,<1y,Fitted,prepcv13
2004,N,167.358,155.28,175.987,TRUE,1-4y,Fitted,prepcv13
2004,N,26.216,24.739,27.786,TRUE,5-17y,Fitted,prepcv13
2004,N,128.445,121.688,135.983,TRUE,18+y,Fitted,prepcv13
2004,V,105.127,86.293,127.947,TRUE,<1y,Fitted,prepcv13
2004,V,82.554,67.764,95.641,TRUE,1-4y,Fitted,prepcv13
2004,V,9.46,7.87,11.112,TRUE,5-17y,Fitted,prepcv13
2004,V,58.759,48.764,69.388,TRUE,18+y,Fitted,prepcv13
2005,F,13.424,9.943,18.452,TRUE,<1y,Fitted,prepcv13
2005,F,9.889,7.54,12.681,TRUE,1-4y,Fitted,prepcv13
2005,F,0.49,0.376,0.614,TRUE,5-17y,Fitted,prepcv13
2005,F,3.612,2.77,4.552,TRUE,18+y,Fitted,prepcv13
2005,N,429.949,414.203,445.962,TRUE,<1y,Fitted,prepcv13
2005,N,192.589,175.227,202.886,TRUE,1-4y,Fitted,prepcv13
2005,N,29.847,27.825,31.633,TRUE,5-17y,Fitted,prepcv13
2005,N,142.611,134.369,151.033,TRUE,18+y,Fitted,prepcv13
2005,V,87.701,68.235,111.684,TRUE,<1y,Fitted,prepcv13
2005,V,62.447,48.898,76.72,TRUE,1-4y,Fitted,prepcv13
2005,V,8.055,6.302,9.745,TRUE,5-17y,Fitted,prepcv13
2005,V,51.001,40.079,62.521,TRUE,18+y,Fitted,prepcv13
2006,F,11.961,8.188,17.24,TRUE,<1y,Fitted,prepcv13
2006,F,7.966,5.614,10.994,TRUE,1-4y,Fitted,prepcv13
2006,F,0.427,0.304,0.556,TRUE,5-17y,Fitted,prepcv13
2006,F,3.225,2.307,4.226,TRUE,18+y,Fitted,prepcv13
2006,N,438.496,421.741,454.561,TRUE,<1y,Fitted,prepcv13
2006,N,212.388,189.642,223.146,TRUE,1-4y,Fitted,prepcv13
2006,N,33.39,30.817,35.48,TRUE,5-17y,Fitted,prepcv13
2006,N,158.277,147.584,168.089,TRUE,18+y,Fitted,prepcv13
2006,V,75.587,55.692,100.893,TRUE,<1y,Fitted,prepcv13
2006,V,48.333,36.129,63.391,TRUE,1-4y,Fitted,prepcv13
2006,V,6.787,5.014,8.63,TRUE,5-17y,Fitted,prepcv13
2006,V,44.45,32.861,56.635,TRUE,18+y,Fitted,prepcv13
2007,F,10.837,6.812,16.318,TRUE,<1y,Fitted,prepcv13
2007,F,6.68,4.26,9.89,TRUE,1-4y,Fitted,prepcv13
2007,F,0.372,0.244,0.511,TRUE,5-17y,Fitted,prepcv13
2007,F,2.891,1.909,3.967,TRUE,18+y,Fitted,prepcv13
2007,N,444.722,427.782,461.182,TRUE,<1y,Fitted,prepcv13
2007,N,227.737,200.138,238.716,TRUE,1-4y,Fitted,prepcv13
2007,N,36.85,33.4,39.264,TRUE,5-17y,Fitted,prepcv13
2007,N,176.859,161.923,188.221,TRUE,18+y,Fitted,prepcv13
2007,V,66.71,45.9,92.7,TRUE,<1y,Fitted,prepcv13
2007,V,39.121,27.227,54.074,TRUE,1-4y,Fitted,prepcv13
2007,V,5.772,3.983,7.66,TRUE,5-17y,Fitted,prepcv13
2007,V,38.818,26.909,51.748,TRUE,18+y,Fitted,prepcv13
2008,F,9.835,5.668,15.581,TRUE,<1y,Fitted,prepcv13
2008,F,5.729,3.281,9.078,TRUE,1-4y,Fitted,prepcv13
2008,F,0.325,0.195,0.47,TRUE,5-17y,Fitted,prepcv13
2008,F,2.598,1.574,3.77,TRUE,18+y,Fitted,prepcv13
2008,N,449.769,432.999,466.406,TRUE,<1y,Fitted,prepcv13
2008,N,239.619,208.099,251.23,TRUE,1-4y,Fitted,prepcv13
2008,N,40.175,35.584,42.73,TRUE,5-17y,Fitted,prepcv13
2008,N,197.42,176.027,210.233,TRUE,18+y,Fitted,prepcv13
2008,V,59.64,37.81,86.006,TRUE,<1y,Fitted,prepcv13
2008,V,32.752,20.816,47.4,TRUE,1-4y,Fitted,prepcv13
2008,V,4.874,3.152,6.833,TRUE,5-17y,Fitted,prepcv13
2008,V,34.264,21.943,47.604,TRUE,18+y,Fitted,prepcv13
2009,F,8.957,4.69,14.961,TRUE,<1y,Fitted,prepcv13
2009,F,4.977,2.55,8.363,TRUE,1-4y,Fitted,prepcv13
2009,F,0.283,0.155,0.436,TRUE,5-17y,Fitted,prepcv13
2009,F,2.349,1.289,3.584,TRUE,18+y,Fitted,prepcv13
2009,N,454.117,437.338,470.611,TRUE,<1y,Fitted,prepcv13
2009,N,249.103,214.06,261.253,TRUE,1-4y,Fitted,prepcv13
2009,N,43.322,37.478,46.02,TRUE,5-17y,Fitted,prepcv13
2009,N,220.482,189.799,234.624,TRUE,18+y,Fitted,prepcv13
2009,V,53.28,30.946,80.435,TRUE,<1y,Fitted,prepcv13
2009,V,27.62,16.045,42.469,TRUE,1-4y,Fitted,prepcv13
2009,V,4.164,2.479,6.137,TRUE,5-17y,Fitted,prepcv13
2009,V,30.031,17.772,43.89,TRUE,18+y,Fitted,prepcv13
2010,F,7.59,4.453,11.915,TRUE,<1y,Fitted,postpcv13
2010,F,3.8,2.043,7.031,TRUE,1-4y,Fitted,postpcv13
2010,F,0.279,0.151,0.44,TRUE,5-17y,Fitted,postpcv13
2010,F,2.501,1.362,3.731,TRUE,18+y,Fitted,postpcv13
2010,N,40.664,39.338,43.004,TRUE,<1y,Fitted,postpcv13
2010,N,29.309,26.945,35.9,TRUE,1-4y,Fitted,postpcv13
2010,N,5.662,5.42,5.939,TRUE,5-17y,Fitted,postpcv13
2010,N,89.995,85.567,94.191,TRUE,18+y,Fitted,postpcv13
2010,V,109.528,69.216,153.554,TRUE,<1y,Fitted,postpcv13
2010,V,56.397,35.284,89.875,TRUE,1-4y,Fitted,postpcv13
2010,V,9.246,5.991,13.193,TRUE,5-17y,Fitted,postpcv13
2010,V,59.685,38.624,83.369,TRUE,18+y,Fitted,postpcv13
2011,F,11.053,6.518,16.716,TRUE,<1y,Fitted,postpcv13
2011,F,4.445,2.45,7.443,TRUE,1-4y,Fitted,postpcv13
2011,F,0.323,0.177,0.504,TRUE,5-17y,Fitted,postpcv13
2011,F,3.065,1.675,4.567,TRUE,18+y,Fitted,postpcv13
2011,N,50.03,47.531,53.696,TRUE,<1y,Fitted,postpcv13
2011,N,27.372,24.578,32.353,TRUE,1-4y,Fitted,postpcv13
2011,N,5.428,5.167,5.737,TRUE,5-17y,Fitted,postpcv13
2011,N,89.335,83.584,93.881,TRUE,18+y,Fitted,postpcv13
2011,V,96.088,54.899,144.614,TRUE,<1y,Fitted,postpcv13
2011,V,37.867,21.779,61.386,TRUE,1-4y,Fitted,postpcv13
2011,V,6.499,3.851,10.034,TRUE,5-17y,Fitted,postpcv13
2011,V,43.798,26.184,64.784,TRUE,18+y,Fitted,postpcv13
2012,F,14.82,9.649,21.233,TRUE,<1y,Fitted,postpcv13
2012,F,5.552,3.158,8.113,TRUE,1-4y,Fitted,postpcv13
2012,F,0.396,0.222,0.56,TRUE,5-17y,Fitted,postpcv13
2012,F,3.84,2.207,5.364,TRUE,18+y,Fitted,postpcv13
2012,N,52.834,49.857,57.432,TRUE,<1y,Fitted,postpcv13
2012,N,26.611,23.678,32.027,TRUE,1-4y,Fitted,postpcv13
2012,N,5.247,4.929,5.579,TRUE,5-17y,Fitted,postpcv13
2012,N,88,82.028,93.319,TRUE,18+y,Fitted,postpcv13
2012,V,70.403,37.045,120.517,TRUE,<1y,Fitted,postpcv13
2012,V,25.529,12.941,43.693,TRUE,1-4y,Fitted,postpcv13
2012,V,4.317,2.258,6.787,TRUE,5-17y,Fitted,postpcv13
2012,V,30.332,16.271,47.744,TRUE,18+y,Fitted,postpcv13
2013,F,17.782,12.768,24.171,TRUE,<1y,Fitted,postpcv13
2013,F,6.449,4.317,9.007,TRUE,1-4y,Fitted,postpcv13
2013,F,0.436,0.279,0.587,TRUE,5-17y,Fitted,postpcv13
2013,F,4.462,2.9,5.893,TRUE,18+y,Fitted,postpcv13
2013,N,53.444,50.438,57.814,TRUE,<1y,Fitted,postpcv13
2013,N,26.686,23.463,33.215,TRUE,1-4y,Fitted,postpcv13
2013,N,5.121,4.803,5.457,TRUE,5-17y,Fitted,postpcv13
2013,N,86.785,81.313,92.447,TRUE,18+y,Fitted,postpcv13
2013,V,47.642,21.68,86.907,TRUE,<1y,Fitted,postpcv13
2013,V,16.923,7.336,31.913,TRUE,1-4y,Fitted,postpcv13
2013,V,2.701,1.252,4.594,TRUE,5-17y,Fitted,postpcv13
2013,V,19.53,9.422,33.508,TRUE,18+y,Fitted,postpcv13
2014,F,19.646,14.7,25.81,TRUE,<1y,Fitted,postpcv13
2014,F,7.264,5.245,9.855,TRUE,1-4y,Fitted,postpcv13
2014,F,0.456,0.32,0.593,TRUE,5-17y,Fitted,postpcv13
2014,F,4.89,3.468,6.202,TRUE,18+y,Fitted,postpcv13
2014,N,53.348,50.499,57.268,TRUE,<1y,Fitted,postpcv13
2014,N,27.341,23.708,34.985,TRUE,1-4y,Fitted,postpcv13
2014,N,5.054,4.755,5.381,TRUE,5-17y,Fitted,postpcv13
2014,N,86.524,81.444,91.418,TRUE,18+y,Fitted,postpcv13
2014,V,29.686,11.171,59.572,TRUE,<1y,Fitted,postpcv13
2014,V,10.619,3.79,21.524,TRUE,1-4y,Fitted,postpcv13
2014,V,1.606,0.612,3.081,TRUE,5-17y,Fitted,postpcv13
2014,V,12.179,4.814,23.264,TRUE,18+y,Fitted,postpcv13
2015,F,20.937,15.939,27.135,TRUE,<1y,Fitted,postpcv13
2015,F,8.135,5.935,10.909,TRUE,1-4y,Fitted,postpcv13
2015,F,0.463,0.347,0.592,TRUE,5-17y,Fitted,postpcv13
2015,F,5.1,3.826,6.378,TRUE,18+y,Fitted,postpcv13
2015,N,53.191,50.359,56.924,TRUE,<1y,Fitted,postpcv13
2015,N,28.491,24.225,37.268,TRUE,1-4y,Fitted,postpcv13
2015,N,5.045,4.763,5.362,TRUE,5-17y,Fitted,postpcv13
2015,N,86.962,82.291,91.012,TRUE,18+y,Fitted,postpcv13
2015,V,16.518,5.216,40.014,TRUE,<1y,Fitted,postpcv13
2015,V,6.05,1.81,14.979,TRUE,1-4y,Fitted,postpcv13
2015,V,0.861,0.271,1.953,TRUE,5-17y,Fitted,postpcv13
2015,V,6.776,2.207,15.181,TRUE,18+y,Fitted,postpcv13
2016,F,21.576,16.652,27.929,TRUE,<1y,Fitted,postpcv13
2016,F,8.612,6.417,11.729,TRUE,1-4y,Fitted,postpcv13
2016,F,0.465,0.364,0.588,TRUE,5-17y,Fitted,postpcv13
2016,F,5.229,4.067,6.474,TRUE,18+y,Fitted,postpcv13
2016,N,53.066,50.222,56.594,TRUE,<1y,Fitted,postpcv13
2016,N,29.271,24.871,39.39,TRUE,1-4y,Fitted,postpcv13
2016,N,5.078,4.808,5.394,TRUE,5-17y,Fitted,postpcv13
2016,N,88.034,83.034,92.438,TRUE,18+y,Fitted,postpcv13
2016,V,8.63,2.071,25.984,TRUE,<1y,Fitted,postpcv13
2016,V,3.166,0.759,10.114,TRUE,1-4y,Fitted,postpcv13
2016,V,0.446,0.109,1.223,TRUE,5-17y,Fitted,postpcv13
2016,V,3.503,0.905,9.555,TRUE,18+y,Fitted,postpcv13
2017,F,21.912,17.026,28.378,TRUE,<1y,Fitted,postpcv13
2017,F,9.223,6.694,12.48,TRUE,1-4y,Fitted,postpcv13
2017,F,0.467,0.363,0.582,TRUE,5-17y,Fitted,postpcv13
2017,F,5.297,4.221,6.508,TRUE,18+y,Fitted,postpcv13
2017,N,52.945,50.147,56.345,TRUE,<1y,Fitted,postpcv13
2017,N,30.436,25.528,41.288,TRUE,1-4y,Fitted,postpcv13
2017,N,5.137,4.875,5.453,TRUE,5-17y,Fitted,postpcv13
2017,N,89.658,84.145,94.493,TRUE,18+y,Fitted,postpcv13
2017,V,4.173,0.754,15.963,TRUE,<1y,Fitted,postpcv13
2017,V,1.584,0.282,6.669,TRUE,1-4y,Fitted,postpcv13
2017,V,0.211,0.039,0.706,TRUE,5-17y,Fitted,postpcv13
2017,V,1.725,0.324,5.67,TRUE,18+y,Fitted,postpcv13
2018,F,22.153,17.205,28.635,TRUE,<1y,Fitted,postpcv13
2018,F,9.587,6.949,13.132,TRUE,1-4y,Fitted,postpcv13
2018,F,0.464,0.36,0.579,TRUE,5-17y,Fitted,postpcv13
2018,F,5.315,4.321,6.507,TRUE,18+y,Fitted,postpcv13
2018,N,52.864,50.147,56.186,TRUE,<1y,Fitted,postpcv13
2018,N,31.375,26.099,42.984,TRUE,1-4y,Fitted,postpcv13
2018,N,5.215,4.945,5.528,TRUE,5-17y,Fitted,postpcv13
2018,N,91.338,85.31,96.839,TRUE,18+y,Fitted,postpcv13
2018,V,1.956,0.262,9.567,TRUE,<1y,Fitted,postpcv13
2018,V,0.768,0.099,4.22,TRUE,1-4y,Fitted,postpcv13
2018,V,0.092,0.013,0.405,TRUE,5-17y,Fitted,postpcv13
2018,V,0.77,0.112,3.26,TRUE,18+y,Fitted,postpcv13
2019,F,22.194,17.265,28.771,TRUE,<1y,Fitted,postpcv13
2019,F,9.93,7.117,13.702,TRUE,1-4y,Fitted,postpcv13
2019,F,0.457,0.357,0.577,TRUE,5-17y,Fitted,postpcv13
2019,F,5.299,4.36,6.484,TRUE,18+y,Fitted,postpcv13
2019,N,52.859,50.167,56.091,TRUE,<1y,Fitted,postpcv13
2019,N,32.194,26.721,44.405,TRUE,1-4y,Fitted,postpcv13
2019,N,5.304,5.025,5.614,TRUE,5-17y,Fitted,postpcv13
2019,N,93.432,86.468,99.636,TRUE,18+y,Fitted,postpcv13
2019,V,0.847,0.088,5.694,TRUE,<1y,Fitted,postpcv13
2019,V,0.341,0.034,2.631,TRUE,1-4y,Fitted,postpcv13
2019,V,0.041,0.004,0.238,TRUE,5-17y,Fitted,postpcv13
2019,V,0.327,0.036,1.87,TRUE,18+y,Fitted,postpcv13
