yearc,stg,m,l,u,na.rm,agegp,cat,timex
2008,V,5.211,2.966,7.563,TRUE,5-17y,Fitted,prepcv13
2008,V,36.008,20.71,52.598,TRUE,18+y,Fitted,prepcv13
2009,F,8.697,4.15,15.801,TRUE,<1y,Fitted,prepcv13
2009,F,4.81,2.243,8.859,TRUE,1-4y,Fitted,prepcv13
2009,F,0.279,0.136,0.45,TRUE,5-17y,Fitted,prepcv13
2009,F,2.297,1.138,3.616,TRUE,18+y,Fitted,prepcv13
2009,N,453.681,430.515,466.746,TRUE,<1y,Fitted,prepcv13
2009,N,245.651,203.854,261.973,TRUE,1-4y,Fitted,prepcv13
2009,N,42.836,35.824,46.025,TRUE,5-17y,Fitted,prepcv13
2009,N,217.768,181.386,234.72,TRUE,18+y,Fitted,prepcv13
2009,V,58.636,28.743,91.711,TRUE,<1y,Fitted,prepcv13
2009,V,30.179,14.857,48.565,TRUE,1-4y,Fitted,prepcv13
2009,V,4.575,2.318,6.886,TRUE,5-17y,Fitted,prepcv13
2009,V,32.151,16.675,49.031,TRUE,18+y,Fitted,prepcv13
2010,F,5.934,2.906,9.445,TRUE,<1y,Fitted,postpcv13
2010,F,3.209,1.401,5.954,TRUE,1-4y,Fitted,postpcv13
2010,F,0.223,0.103,0.365,TRUE,5-17y,Fitted,postpcv13
2010,F,1.973,0.914,3.112,TRUE,18+y,Fitted,postpcv13
2010,N,42.579,41.448,43.967,TRUE,<1y,Fitted,postpcv13
2010,N,30.24,27.416,39.047,TRUE,1-4y,Fitted,postpcv13
2010,N,5.756,5.495,6.006,TRUE,5-17y,Fitted,postpcv13
2010,N,91.424,86.073,94.976,TRUE,18+y,Fitted,postpcv13
2010,V,124.748,73.104,171.658,TRUE,<1y,Fitted,postpcv13
2010,V,63.658,33.5,105.053,TRUE,1-4y,Fitted,postpcv13
2010,V,10.581,5.889,15.023,TRUE,5-17y,Fitted,postpcv13
2010,V,66.956,37.818,96.032,TRUE,18+y,Fitted,postpcv13
2011,F,5.669,2.954,9.568,TRUE,<1y,Fitted,postpcv13
2011,F,2.39,1.041,4.585,TRUE,1-4y,Fitted,postpcv13
2011,F,0.175,0.076,0.3,TRUE,5-17y,Fitted,postpcv13
2011,F,1.567,0.709,2.671,TRUE,18+y,Fitted,postpcv13
2011,N,53.446,52.313,55.873,TRUE,<1y,Fitted,postpcv13
2011,N,28.7,26.213,35.864,TRUE,1-4y,Fitted,postpcv13
2011,N,5.708,5.474,5.982,TRUE,5-17y,Fitted,postpcv13
2011,N,93.069,88.807,96.783,TRUE,18+y,Fitted,postpcv13
2011,V,118.632,68.133,162.435,TRUE,<1y,Fitted,postpcv13
2011,V,46.283,25.063,75.561,TRUE,1-4y,Fitted,postpcv13
2011,V,7.885,4.292,11.658,TRUE,5-17y,Fitted,postpcv13
2011,V,53.473,28.924,79.588,TRUE,18+y,Fitted,postpcv13
2012,F,4.954,2.436,9.685,TRUE,<1y,Fitted,postpcv13
2012,F,1.91,0.806,3.668,TRUE,1-4y,Fitted,postpcv13
2012,F,0.136,0.054,0.253,TRUE,5-17y,Fitted,postpcv13
2012,F,1.273,0.527,2.416,TRUE,18+y,Fitted,postpcv13
2012,N,58.067,56.809,61.04,TRUE,<1y,Fitted,postpcv13
2012,N,29.116,26.279,34.758,TRUE,1-4y,Fitted,postpcv13
2012,N,5.717,5.439,6.032,TRUE,5-17y,Fitted,postpcv13
2012,N,95.392,91.428,98.476,TRUE,18+y,Fitted,postpcv13
2012,V,103.763,53.501,145.382,TRUE,<1y,Fitted,postpcv13
2012,V,36.753,18.453,57.388,TRUE,1-4y,Fitted,postpcv13
2012,V,6.057,2.965,9.175,TRUE,5-17y,Fitted,postpcv13
2012,V,42.735,21.326,65.076,TRUE,18+y,Fitted,postpcv13
2013,F,4.201,1.711,8.981,TRUE,<1y,Fitted,postpcv13
2013,F,1.522,0.585,3.197,TRUE,1-4y,Fitted,postpcv13
2013,F,0.104,0.039,0.215,TRUE,5-17y,Fitted,postpcv13
2013,F,1.057,0.401,2.136,TRUE,18+y,Fitted,postpcv13
2013,N,60.153,58.929,63.299,TRUE,<1y,Fitted,postpcv13
2013,N,30.192,26.829,36.549,TRUE,1-4y,Fitted,postpcv13
2013,N,5.751,5.487,6.134,TRUE,5-17y,Fitted,postpcv13
2013,N,97.532,93.664,100.36,TRUE,18+y,Fitted,postpcv13
2013,V,89.077,39.434,129.301,TRUE,<1y,Fitted,postpcv13
2013,V,30.199,12.944,44.236,TRUE,1-4y,Fitted,postpcv13
2013,V,4.684,2.012,7.317,TRUE,5-17y,Fitted,postpcv13
2013,V,34.159,15.056,53.044,TRUE,18+y,Fitted,postpcv13
2014,F,3.389,1.145,8.387,TRUE,<1y,Fitted,postpcv13
2014,F,1.238,0.393,3.02,TRUE,1-4y,Fitted,postpcv13
2014,F,0.078,0.025,0.184,TRUE,5-17y,Fitted,postpcv13
2014,F,0.826,0.262,1.851,TRUE,18+y,Fitted,postpcv13
2014,N,61.17,59.992,64.328,TRUE,<1y,Fitted,postpcv13
2014,N,31.311,27.661,39.654,TRUE,1-4y,Fitted,postpcv13
2014,N,5.825,5.566,6.251,TRUE,5-17y,Fitted,postpcv13
2014,N,99.964,96.159,102.478,TRUE,18+y,Fitted,postpcv13
2014,V,71.72,27.102,116.456,TRUE,<1y,Fitted,postpcv13
2014,V,24.211,9.214,39.468,TRUE,1-4y,Fitted,postpcv13
2014,V,3.641,1.306,5.792,TRUE,5-17y,Fitted,postpcv13
2014,V,27.955,10.058,43.63,TRUE,18+y,Fitted,postpcv13
2015,F,2.686,0.735,7.602,TRUE,<1y,Fitted,postpcv13
2015,F,1.011,0.261,2.806,TRUE,1-4y,Fitted,postpcv13
2015,F,0.06,0.015,0.154,TRUE,5-17y,Fitted,postpcv13
2015,F,0.642,0.164,1.611,TRUE,18+y,Fitted,postpcv13
2015,N,61.762,60.668,64.782,TRUE,<1y,Fitted,postpcv13
2015,N,32.591,28.678,42.432,TRUE,1-4y,Fitted,postpcv13
2015,N,5.908,5.671,6.377,TRUE,5-17y,Fitted,postpcv13
2015,N,102.414,98.157,104.845,TRUE,18+y,Fitted,postpcv13
2015,V,55.919,17.816,99.202,TRUE,<1y,Fitted,postpcv13
2015,V,19.72,5.94,34.446,TRUE,1-4y,Fitted,postpcv13
2015,V,2.743,0.858,4.831,TRUE,5-17y,Fitted,postpcv13
2015,V,21.879,6.76,38.54,TRUE,18+y,Fitted,postpcv13
2016,F,2.116,0.441,7.027,TRUE,<1y,Fitted,postpcv13
2016,F,0.777,0.16,2.642,TRUE,1-4y,Fitted,postpcv13
2016,F,0.044,0.009,0.134,TRUE,5-17y,Fitted,postpcv13
2016,F,0.476,0.099,1.424,TRUE,18+y,Fitted,postpcv13
2016,N,62.088,61.134,65.061,TRUE,<1y,Fitted,postpcv13
2016,N,33.661,29.763,45.054,TRUE,1-4y,Fitted,postpcv13
2016,N,6.036,5.797,6.509,TRUE,5-17y,Fitted,postpcv13
2016,N,105.36,100.271,107.54,TRUE,18+y,Fitted,postpcv13
2016,V,40.962,10.989,83.268,TRUE,<1y,Fitted,postpcv13
2016,V,14.736,3.598,30.804,TRUE,1-4y,Fitted,postpcv13
2016,V,1.991,0.518,3.888,TRUE,5-17y,Fitted,postpcv13
2016,V,15.878,4.236,31.845,TRUE,18+y,Fitted,postpcv13
2017,F,1.644,0.255,6.332,TRUE,<1y,Fitted,postpcv13
2017,F,0.624,0.094,2.471,TRUE,1-4y,Fitted,postpcv13
2017,F,0.031,0.005,0.122,TRUE,5-17y,Fitted,postpcv13
2017,F,0.356,0.059,1.291,TRUE,18+y,Fitted,postpcv13
2017,N,62.333,61.478,65.254,TRUE,<1y,Fitted,postpcv13
2017,N,34.764,30.626,47.401,TRUE,1-4y,Fitted,postpcv13
2017,N,6.178,5.923,6.642,TRUE,5-17y,Fitted,postpcv13
2017,N,108.302,102.819,111.011,TRUE,18+y,Fitted,postpcv13
2017,V,31.85,6.565,72.8,TRUE,<1y,Fitted,postpcv13
2017,V,11.783,2.194,28.13,TRUE,1-4y,Fitted,postpcv13
2017,V,1.421,0.3,3.098,TRUE,5-17y,Fitted,postpcv13
2017,V,11.518,2.599,25.99,TRUE,18+y,Fitted,postpcv13
2018,F,1.284,0.144,5.684,TRUE,<1y,Fitted,postpcv13
2018,F,0.483,0.055,2.302,TRUE,1-4y,Fitted,postpcv13
2018,F,0.024,0.003,0.109,TRUE,5-17y,Fitted,postpcv13
2018,F,0.259,0.034,1.195,TRUE,18+y,Fitted,postpcv13
2018,N,62.527,61.749,65.384,TRUE,<1y,Fitted,postpcv13
2018,N,35.767,31.404,49.429,TRUE,1-4y,Fitted,postpcv13
2018,N,6.322,6.044,6.773,TRUE,5-17y,Fitted,postpcv13
2018,N,111.727,105.013,114.926,TRUE,18+y,Fitted,postpcv13
2018,V,23.438,3.47,65.828,TRUE,<1y,Fitted,postpcv13
2018,V,8.691,1.192,26.502,TRUE,1-4y,Fitted,postpcv13
2018,V,1.016,0.16,2.632,TRUE,5-17y,Fitted,postpcv13
2018,V,8.474,1.414,21.658,TRUE,18+y,Fitted,postpcv13
2019,F,0.922,0.077,5.081,TRUE,<1y,Fitted,postpcv13
2019,F,0.36,0.03,2.122,TRUE,1-4y,Fitted,postpcv13
2019,F,0.017,0.002,0.094,TRUE,5-17y,Fitted,postpcv13
2019,F,0.2,0.018,1.069,TRUE,18+y,Fitted,postpcv13
2019,N,62.695,61.96,65.475,TRUE,<1y,Fitted,postpcv13
2019,N,36.695,32.126,51.15,TRUE,1-4y,Fitted,postpcv13
2019,N,6.458,6.169,6.899,TRUE,5-17y,Fitted,postpcv13
2019,N,115.153,107.016,119.062,TRUE,18+y,Fitted,postpcv13
2019,V,16.401,1.67,59.852,TRUE,<1y,Fitted,postpcv13
2019,V,6.236,0.582,24.914,TRUE,1-4y,Fitted,postpcv13
2019,V,0.708,0.074,2.259,TRUE,5-17y,Fitted,postpcv13
2019,V,5.937,0.672,18.65,TRUE,18+y,Fitted,postpcv13
