yearc,stg,m,l,u,na.rm,agegp,cat,timex
2016,F,1.068,0.266,5.204,TRUE,1-4y,Fitted,postpcv13
2016,F,0.066,0.015,0.233,TRUE,5-17y,Fitted,postpcv13
2016,F,0.743,0.171,2.372,TRUE,18+y,Fitted,postpcv13
2016,N,61.718,59.402,64.081,TRUE,<1y,Fitted,postpcv13
2016,N,32.915,29.113,43.894,TRUE,1-4y,Fitted,postpcv13
2016,N,5.917,5.464,6.245,TRUE,5-17y,Fitted,postpcv13
2016,N,102.952,92.25,107.066,TRUE,18+y,Fitted,postpcv13
2016,V,26.583,5.683,61.67,TRUE,<1y,Fitted,postpcv13
2016,V,9.552,1.924,22.938,TRUE,1-4y,Fitted,postpcv13
2016,V,1.219,0.255,2.668,TRUE,5-17y,Fitted,postpcv13
2016,V,9.898,2.021,22.308,TRUE,18+y,Fitted,postpcv13
2017,F,2.216,0.417,11.759,TRUE,<1y,Fitted,postpcv13
2017,F,0.884,0.168,5.308,TRUE,1-4y,Fitted,postpcv13
2017,F,0.05,0.009,0.221,TRUE,5-17y,Fitted,postpcv13
2017,F,0.593,0.106,2.223,TRUE,18+y,Fitted,postpcv13
2017,N,62.008,59.921,64.373,TRUE,<1y,Fitted,postpcv13
2017,N,34.335,30.258,46.511,TRUE,1-4y,Fitted,postpcv13
2017,N,6.066,5.581,6.395,TRUE,5-17y,Fitted,postpcv13
2017,N,106.315,93.46,110.528,TRUE,18+y,Fitted,postpcv13
2017,V,18.494,3.312,57.209,TRUE,<1y,Fitted,postpcv13
2017,V,7.187,1.147,21.623,TRUE,1-4y,Fitted,postpcv13
2017,V,0.867,0.146,2.125,TRUE,5-17y,Fitted,postpcv13
2017,V,7.172,1.179,17.578,TRUE,18+y,Fitted,postpcv13
2018,F,1.683,0.242,11.436,TRUE,<1y,Fitted,postpcv13
2018,F,0.742,0.097,5.373,TRUE,1-4y,Fitted,postpcv13
2018,F,0.038,0.005,0.216,TRUE,5-17y,Fitted,postpcv13
2018,F,0.445,0.063,2.161,TRUE,18+y,Fitted,postpcv13
2018,N,62.303,60.301,64.627,TRUE,<1y,Fitted,postpcv13
2018,N,35.728,31.298,48.718,TRUE,1-4y,Fitted,postpcv13
2018,N,6.224,5.704,6.549,TRUE,5-17y,Fitted,postpcv13
2018,N,109.812,94.919,114.204,TRUE,18+y,Fitted,postpcv13
2018,V,13.205,1.843,51.131,TRUE,<1y,Fitted,postpcv13
2018,V,5.235,0.655,20.722,TRUE,1-4y,Fitted,postpcv13
2018,V,0.586,0.08,1.961,TRUE,5-17y,Fitted,postpcv13
2018,V,4.91,0.685,14.714,TRUE,18+y,Fitted,postpcv13
2019,F,1.331,0.128,11.111,TRUE,<1y,Fitted,postpcv13
2019,F,0.582,0.053,5.397,TRUE,1-4y,Fitted,postpcv13
2019,F,0.027,0.003,0.212,TRUE,5-17y,Fitted,postpcv13
2019,F,0.326,0.034,2.105,TRUE,18+y,Fitted,postpcv13
2019,N,62.518,60.647,64.84,TRUE,<1y,Fitted,postpcv13
2019,N,36.899,32.146,50.558,TRUE,1-4y,Fitted,postpcv13
2019,N,6.383,5.831,6.694,TRUE,5-17y,Fitted,postpcv13
2019,N,113.411,96.53,118.205,TRUE,18+y,Fitted,postpcv13
2019,V,9.161,0.984,45.44,TRUE,<1y,Fitted,postpcv13
2019,V,3.568,0.349,19.024,TRUE,1-4y,Fitted,postpcv13
2019,V,0.394,0.041,1.73,TRUE,5-17y,Fitted,postpcv13
2019,V,3.278,0.365,13.968,TRUE,18+y,Fitted,postpcv13
