year,age,serotype,prev,prevlo,prevhi
2019,1-4y,N,0.470328813387914,0.470835836610362,0.469687962924284
2010,5-17y,N,0.22644168948166,0.22609204598423,0.227799333773374
2011,5-17y,N,0.228740622899965,0.2285992191942,0.229756699276717
2012,5-17y,N,0.232496633243748,0.232486523560358,0.233221775330101
2013,5-17y,N,0.235248727591441,0.235318838608627,0.235763628364569
2014,5-17y,N,0.237320296264298,0.237439167469658,0.237668329964239
2015,5-17y,N,0.238948741361291,0.239083204202172,0.239158840287459
2016,5-17y,N,0.240149249643066,0.240266275314884,0.240240504750349
2017,5-17y,N,0.241462146038097,0.24156529391295,0.241465799115995
2018,5-17y,N,0.242251408536692,0.24233323568026,0.242214977843862
2019,5-17y,N,0.242842033458461,0.242877754725297,0.242787552247801
2010,18+y,N,0.0850177130097298,0.0844565945277402,0.0859314789092809
2011,18+y,N,0.0878932094134832,0.0873920796260656,0.0886778137368485
2012,18+y,N,0.0887867868090953,0.0883397003264356,0.0894377009340585
2013,18+y,N,0.0893180186523906,0.0889172424387321,0.0898619190846869
2014,18+y,N,0.0895931565739547,0.0892377756530964,0.0900434172956758
2015,18+y,N,0.089156096842398,0.0888409990140578,0.0895282040826411
2016,18+y,N,0.0891793428887401,0.0888895297839774,0.0894928721016345
2017,18+y,N,0.0864922683259492,0.0862285544217441,0.0867525667359438
2018,18+y,N,0.0864005653064876,0.0861466711742198,0.0866249471714998
2019,18+y,N,0.0862158147681899,0.0859714918418639,0.0864137968877109
