year,age,serotype,prev,prevlo,prevhi
2011,1-4y,F,0.00769753974674843,0.00703860803635611,0.00877229650072836
2012,1-4y,F,0.00811179648985945,0.00734123990093472,0.00928590715384535
2013,1-4y,F,0.00893882567691755,0.00803113543548881,0.0102429392763057
2014,1-4y,F,0.0101961408493782,0.00911256352782175,0.0116667548719221
2015,1-4y,F,0.0119095528922492,0.0106291638837621,0.0135790571165403
2016,1-4y,F,0.0141306409057421,0.0126239069770272,0.0159986116948911
2017,1-4y,F,0.0169319694575968,0.0151885285501114,0.0189696278402492
2018,1-4y,F,0.0201384151470828,0.0181882141420092,0.0223104453622215
2019,1-4y,F,0.0237940427834247,0.0216520558947713,0.0260177690789535
2010,5-17y,F,0.00593100430911017,0.00547220793599085,0.0067411313494466
2011,5-17y,F,0.00560175881117525,0.00510806128075348,0.00640043511742895
2012,5-17y,F,0.00577292379229322,0.00520942688837461,0.00661762105149253
2013,5-17y,F,0.00626422505571288,0.0056166508405751,0.0071902175248831
2014,5-17y,F,0.00707793352329964,0.00631968054320563,0.00810980638760502
2015,5-17y,F,0.00822863727464087,0.00734131723166105,0.00938890053036189
2016,5-17y,F,0.00973961865203073,0.00869732402652213,0.0110429749975334
2017,5-17y,F,0.0116663470633464,0.0104672477770424,0.0130949277084522
2018,5-17y,F,0.0138956481327396,0.0125366454002125,0.0154347497257839
2019,5-17y,F,0.016440602231905,0.0149641102392498,0.0180453043489554
2010,18+y,F,0.00211668053277221,0.00193915813583229,0.00241994521297629
2011,18+y,F,0.00206867760212058,0.00187455157724726,0.00237699644545545
2012,18+y,F,0.00212059784805361,0.0019019380295402,0.00244431270521834
2013,18+y,F,0.0022842643587562,0.00203622229419921,0.00263645062462325
2014,18+y,F,0.0025602412917905,0.00227295734681748,0.00294987935464621
2015,18+y,F,0.00293558885731327,0.00260321940905157,0.00336686723992871
2016,18+y,F,0.00345101173158042,0.00306754480727431,0.00392987464864053
2017,18+y,F,0.00397152561240616,0.00354342068408916,0.00447694523881135
2018,18+y,F,0.00470455108153713,0.00422350426790871,0.00524804460380823
2019,18+y,F,0.00553846817896,0.00501482069377887,0.00610031895739754
2010,<1y,N,0.593502636008816,0.593871244868675,0.591488682372031
2011,<1y,N,0.602652524464942,0.602926407068324,0.600506560359579
2012,<1y,N,0.607881124054555,0.608061635812388,0.605627210820568
2013,<1y,N,0.611804261806435,0.61192165915921,0.60950315848923
2014,<1y,N,0.61465090236375,0.614709118627344,0.612304123178476
2015,<1y,N,0.616577810335195,0.616570078227557,0.614180580397482
2016,<1y,N,0.617865835202647,0.617838798370542,0.615440713829504
2017,<1y,N,0.618703396520519,0.618690373026383,0.616259211497039
2018,<1y,N,0.618993098850091,0.618969095339209,0.61649827601685
2019,<1y,N,0.618857685227856,0.618908775358349,0.616353666324298
2010,1-4y,N,0.435653192309081,0.436538030618022,0.435019530126106
2011,1-4y,N,0.445253963882496,0.446216635088912,0.4443148880969
2012,1-4y,N,0.450696302803482,0.451546016297718,0.449680936616857
2013,1-4y,N,0.454755895006743,0.455437531660031,0.453779711898877
2014,1-4y,N,0.45768358316012,0.458168567548019,0.456785909945362
2015,1-4y,N,0.459712700782401,0.460003361948105,0.458956494204812
2016,1-4y,N,0.461067928325406,0.461218483479922,0.460404945057324
2017,1-4y,N,0.462064530627676,0.462168084680173,0.461444577964039
2018,1-4y,N,0.4623698459656,0.462444879898583,0.461781003879471
2019,1-4y,N,0.462283123292756,0.462377382041545,0.461718280716637
2010,5-17y,N,0.224570561233327,0.224479914214721,0.225101361450339
2011,5-17y,N,0.226724441785241,0.226798003270429,0.226976913749792
2012,5-17y,N,0.230291137710013,0.230459785790428,0.230313981240226
2013,5-17y,N,0.232809153136517,0.233001821993367,0.23267998181426
2014,5-17y,N,0.234600924713282,0.234808572645256,0.234395294734805
2015,5-17y,N,0.235864572507885,0.236025635422119,0.23564869153288
2016,5-17y,N,0.23660217106415,0.236702578008736,0.236409374887631
2017,5-17y,N,0.23733812806349,0.237359646188629,0.237191826360895
2018,5-17y,N,0.237485284571205,0.237461255979594,0.237363728204455
2019,5-17y,N,0.23735294227767,0.237300325448856,0.237273705493277
2010,18+y,N,0.0843815492593118,0.0838729025907366,0.0849745754409634
2011,18+y,N,0.0871873328997429,0.0867036792077484,0.0877143993156225
2012,18+y,N,0.0880119098062823,0.0875671280287398,0.0884679541808732
2013,18+y,N,0.0884615995755165,0.0880525687783893,0.0888480708591951
2014,18+y,N,0.0886370841573538,0.0882609119283746,0.0889704664610363
2015,18+y,N,0.0880804850612955,0.0877268518071024,0.0883735883203191
2016,18+y,N,0.0879483889211281,0.0876199950922912,0.0882078262816455
2017,18+y,N,0.0851139037382954,0.0848100969925904,0.0853436416381203
2018,18+y,N,0.0848151754230167,0.0845315563527467,0.0850259012980455
2019,18+y,N,0.0843944746857412,0.0841286181648344,0.0845828053960492
