yearc,stg,m,l,u,na.rm,agegp,cat,timex
2002,F,14.468,11.796,17.1,TRUE,1-4y,Fitted,prepcv13
2002,F,4.401,3.581,5.145,TRUE,5-17y,Fitted,prepcv13
2002,F,77.706,62.715,91.689,TRUE,18+y,Fitted,prepcv13
2002,N,183.922,169.672,199.783,TRUE,<1y,Fitted,prepcv13
2002,N,58.737,54.837,63.342,TRUE,1-4y,Fitted,prepcv13
2002,N,60.344,55.948,65.532,TRUE,5-17y,Fitted,prepcv13
2002,N,1278.841,1182.658,1391.736,TRUE,18+y,Fitted,prepcv13
2002,V,108.012,93.897,122.941,TRUE,<1y,Fitted,prepcv13
2002,V,88.303,77.374,97.667,TRUE,1-4y,Fitted,prepcv13
2002,V,40.132,34.667,44.876,TRUE,5-17y,Fitted,prepcv13
2002,V,980.373,843.169,1101.495,TRUE,18+y,Fitted,prepcv13
2003,F,11.588,7.67,16.668,TRUE,<1y,Fitted,prepcv13
2003,F,11.242,7.722,14.343,TRUE,1-4y,Fitted,prepcv13
2003,F,3.847,2.674,4.885,TRUE,5-17y,Fitted,prepcv13
2003,F,68.82,47.253,88.028,TRUE,18+y,Fitted,prepcv13
2003,N,200.601,186.641,217.403,TRUE,<1y,Fitted,prepcv13
2003,N,80.124,72.407,87.877,TRUE,1-4y,Fitted,prepcv13
2003,N,70.487,65.406,76.903,TRUE,5-17y,Fitted,prepcv13
2003,N,1445.482,1336.274,1577.376,TRUE,18+y,Fitted,prepcv13
2003,V,69.401,56.944,88.45,TRUE,<1y,Fitted,prepcv13
2003,V,62.831,52.04,73.401,TRUE,1-4y,Fitted,prepcv13
2003,V,32.36,26.181,38.181,TRUE,5-17y,Fitted,prepcv13
2003,V,798.024,640.583,948.77,TRUE,18+y,Fitted,prepcv13
2004,F,9.503,5.193,15.38,TRUE,<1y,Fitted,prepcv13
2004,F,8.901,5.04,12.675,TRUE,1-4y,Fitted,prepcv13
2004,F,3.411,1.977,4.642,TRUE,5-17y,Fitted,prepcv13
2004,F,62.055,35.542,85.306,TRUE,18+y,Fitted,prepcv13
2004,N,210.348,194.961,227.666,TRUE,<1y,Fitted,prepcv13
2004,N,97.992,85.392,108.704,TRUE,1-4y,Fitted,prepcv13
2004,N,80.539,74.326,89.14,TRUE,5-17y,Fitted,prepcv13
2004,N,1606.076,1493.524,1776.376,TRUE,18+y,Fitted,prepcv13
2004,V,52.597,39.842,72.96,TRUE,<1y,Fitted,prepcv13
2004,V,46.206,35.491,57.603,TRUE,1-4y,Fitted,prepcv13
2004,V,25.752,19.499,32.678,TRUE,5-17y,Fitted,prepcv13
2004,V,647.054,482.428,828.218,TRUE,18+y,Fitted,prepcv13
2005,F,8.368,3.743,14.939,TRUE,<1y,Fitted,prepcv13
2005,F,7.229,3.316,11.607,TRUE,1-4y,Fitted,prepcv13
2005,F,3.083,1.442,4.43,TRUE,5-17y,Fitted,prepcv13
2005,F,57.206,26.608,83.049,TRUE,18+y,Fitted,prepcv13
2005,N,216.53,199.95,234.105,TRUE,<1y,Fitted,prepcv13
2005,N,112.162,94.72,125.209,TRUE,1-4y,Fitted,prepcv13
2005,N,91.133,81.628,101.706,TRUE,5-17y,Fitted,prepcv13
2005,N,1802.522,1640.332,2008.941,TRUE,18+y,Fitted,prepcv13
2005,V,42.796,29.307,64.136,TRUE,<1y,Fitted,prepcv13
2005,V,34.39,23.848,48.035,TRUE,1-4y,Fitted,prepcv13
2005,V,20.674,14.753,28.449,TRUE,5-17y,Fitted,prepcv13
2005,V,529.861,373.296,733.8,TRUE,18+y,Fitted,prepcv13
2006,F,7.617,2.736,14.785,TRUE,<1y,Fitted,prepcv13
2006,F,6.038,2.192,10.901,TRUE,1-4y,Fitted,prepcv13
2006,F,2.755,1.026,4.266,TRUE,5-17y,Fitted,prepcv13
2006,F,53.245,19.496,81.348,TRUE,18+y,Fitted,prepcv13
2006,N,220.956,203.166,238.559,TRUE,<1y,Fitted,prepcv13
2006,N,122.475,101.503,137.972,TRUE,1-4y,Fitted,prepcv13
2006,N,101.371,87.964,114.127,TRUE,5-17y,Fitted,prepcv13
2006,N,2033.227,1784.354,2289.536,TRUE,18+y,Fitted,prepcv13
2006,V,36.02,21.857,58.127,TRUE,<1y,Fitted,prepcv13
2006,V,25.895,16.181,40.784,TRUE,1-4y,Fitted,prepcv13
2006,V,17.07,10.726,25.125,TRUE,5-17y,Fitted,prepcv13
2006,V,441.621,280.799,664.356,TRUE,18+y,Fitted,prepcv13
2007,F,7.044,1.984,14.731,TRUE,<1y,Fitted,prepcv13
2007,F,5.124,1.445,10.434,TRUE,1-4y,Fitted,prepcv13
2007,F,2.532,0.713,4.165,TRUE,5-17y,Fitted,prepcv13
2007,F,48.96,13.959,79.96,TRUE,18+y,Fitted,prepcv13
2007,N,224.464,205.469,241.979,TRUE,<1y,Fitted,prepcv13
2007,N,131.244,106.294,147.444,TRUE,1-4y,Fitted,prepcv13
2007,N,111.175,93.233,126.022,TRUE,5-17y,Fitted,prepcv13
2007,N,2301.657,1928.052,2614.921,TRUE,18+y,Fitted,prepcv13
2007,V,30.182,16.157,53.565,TRUE,<1y,Fitted,prepcv13
2007,V,20.532,11.019,35.388,TRUE,1-4y,Fitted,prepcv13
2007,V,14.151,7.601,22.416,TRUE,5-17y,Fitted,prepcv13
2007,V,375.924,204.165,605.558,TRUE,18+y,Fitted,prepcv13
2008,F,6.569,1.401,14.714,TRUE,<1y,Fitted,prepcv13
2008,F,4.441,0.941,10.127,TRUE,1-4y,Fitted,prepcv13
2008,F,2.291,0.481,4.082,TRUE,5-17y,Fitted,prepcv13
2008,F,45.724,9.702,79.396,TRUE,18+y,Fitted,prepcv13
2008,N,227.022,207.201,244.724,TRUE,<1y,Fitted,prepcv13
2008,N,137.76,109.684,154.54,TRUE,1-4y,Fitted,prepcv13
2008,N,119.903,97.756,137.124,TRUE,5-17y,Fitted,prepcv13
2008,N,2603.306,2073.763,2978.271,TRUE,18+y,Fitted,prepcv13
2008,V,25.731,11.715,49.916,TRUE,<1y,Fitted,prepcv13
2008,V,16.266,7.454,31.851,TRUE,1-4y,Fitted,prepcv13
2008,V,11.633,5.285,20.409,TRUE,5-17y,Fitted,prepcv13
2008,V,316.553,145.551,557.13,TRUE,18+y,Fitted,prepcv13
2009,F,6.185,0.954,14.712,TRUE,<1y,Fitted,prepcv13
2009,F,4.01,0.601,9.922,TRUE,1-4y,Fitted,prepcv13
2009,F,2.064,0.313,4.013,TRUE,5-17y,Fitted,prepcv13
2009,F,43.765,6.502,78.985,TRUE,18+y,Fitted,prepcv13
2009,N,229.24,208.544,246.865,TRUE,<1y,Fitted,prepcv13
2009,N,142.956,112.034,159.877,TRUE,1-4y,Fitted,prepcv13
2009,N,128.829,101.74,146.95,TRUE,5-17y,Fitted,prepcv13
2009,N,2934.258,2227.019,3368.555,TRUE,18+y,Fitted,prepcv13
2009,V,21.708,8.372,46.915,TRUE,<1y,Fitted,prepcv13
2009,V,13.057,5.078,29.193,TRUE,1-4y,Fitted,prepcv13
2009,V,9.375,3.594,18.992,TRUE,5-17y,Fitted,prepcv13
2009,V,268.366,101.361,516.222,TRUE,18+y,Fitted,prepcv13
2010,F,4.85,0.655,9.817,TRUE,<1y,Fitted,postpcv13
2010,F,2.988,0.394,6.978,TRUE,1-4y,Fitted,postpcv13
2010,F,1.798,0.246,3.386,TRUE,5-17y,Fitted,postpcv13
2010,F,39.229,5.444,69.648,TRUE,18+y,Fitted,postpcv13
2010,N,49.843,47.25,53.289,TRUE,<1y,Fitted,postpcv13
2010,N,41.91,34.35,56.663,TRUE,1-4y,Fitted,postpcv13
2010,N,38.956,35.604,42.984,TRUE,5-17y,Fitted,postpcv13
2010,N,1577.931,1451.925,1728.968,TRUE,18+y,Fitted,postpcv13
2010,V,133.852,52.231,292.341,TRUE,<1y,Fitted,postpcv13
2010,V,85.857,32.045,198.489,TRUE,1-4y,Fitted,postpcv13
2010,V,56.131,22.421,130.416,TRUE,5-17y,Fitted,postpcv13
2010,V,1133.655,453.194,2471.104,TRUE,18+y,Fitted,postpcv13
2011,F,4.709,0.71,10.332,TRUE,<1y,Fitted,postpcv13
2011,F,2.45,0.313,5.937,TRUE,1-4y,Fitted,postpcv13
2011,F,1.451,0.2,3.017,TRUE,5-17y,Fitted,postpcv13
2011,F,33.308,4.687,64.429,TRUE,18+y,Fitted,postpcv13
2011,N,62.526,59.165,66.023,TRUE,<1y,Fitted,postpcv13
2011,N,39.759,33.509,51.369,TRUE,1-4y,Fitted,postpcv13
2011,N,38.719,35.13,42.017,TRUE,5-17y,Fitted,postpcv13
2011,N,1608.547,1483.35,1736.653,TRUE,18+y,Fitted,postpcv13
2011,V,134.255,50.015,274.202,TRUE,<1y,Fitted,postpcv13
2011,V,67.835,24.136,140.344,TRUE,1-4y,Fitted,postpcv13
2011,V,46.528,17.435,97.314,TRUE,5-17y,Fitted,postpcv13
2011,V,986.682,368.796,1985.648,TRUE,18+y,Fitted,postpcv13
2012,F,4.407,0.542,10.893,TRUE,<1y,Fitted,postpcv13
2012,F,1.895,0.24,5.23,TRUE,1-4y,Fitted,postpcv13
2012,F,1.168,0.14,2.711,TRUE,5-17y,Fitted,postpcv13
2012,F,27.508,3.297,59.606,TRUE,18+y,Fitted,postpcv13
2012,N,67.8,64.29,72.152,TRUE,<1y,Fitted,postpcv13
2012,N,40.176,33.659,49.52,TRUE,1-4y,Fitted,postpcv13
2012,N,38.666,34.894,41.715,TRUE,5-17y,Fitted,postpcv13
2012,N,1646.064,1517.55,1757.118,TRUE,18+y,Fitted,postpcv13
2012,V,129.251,49.004,232.487,TRUE,<1y,Fitted,postpcv13
2012,V,57.941,21.752,116.997,TRUE,1-4y,Fitted,postpcv13
2012,V,39.595,15.363,73.859,TRUE,5-17y,Fitted,postpcv13
2012,V,886.917,334.883,1647.06,TRUE,18+y,Fitted,postpcv13
2013,F,4.085,0.34,10.85,TRUE,<1y,Fitted,postpcv13
2013,F,1.699,0.137,5.012,TRUE,1-4y,Fitted,postpcv13
2013,F,0.889,0.079,2.414,TRUE,5-17y,Fitted,postpcv13
2013,F,21.7,1.947,55.035,TRUE,18+y,Fitted,postpcv13
2013,N,70.26,66.759,74.862,TRUE,<1y,Fitted,postpcv13
2013,N,42.026,34.704,51.494,TRUE,1-4y,Fitted,postpcv13
2013,N,38.935,34.971,41.866,TRUE,5-17y,Fitted,postpcv13
2013,N,1685.993,1552.237,1778.975,TRUE,18+y,Fitted,postpcv13
2013,V,114.07,46.64,206.19,TRUE,<1y,Fitted,postpcv13
2013,V,49.817,18.185,89.678,TRUE,1-4y,Fitted,postpcv13
2013,V,32.712,11.994,60.979,TRUE,5-17y,Fitted,postpcv13
2013,V,742.934,283.406,1385.302,TRUE,18+y,Fitted,postpcv13
2014,F,3.893,0.229,10.632,TRUE,<1y,Fitted,postpcv13
2014,F,1.573,0.09,4.807,TRUE,1-4y,Fitted,postpcv13
2014,F,0.779,0.048,2.218,TRUE,5-17y,Fitted,postpcv13
2014,F,19.622,1.243,52.151,TRUE,18+y,Fitted,postpcv13
2014,N,71.585,67.881,76.088,TRUE,<1y,Fitted,postpcv13
2014,N,43.25,36.213,55.008,TRUE,1-4y,Fitted,postpcv13
2014,N,39.377,35.184,42.39,TRUE,5-17y,Fitted,postpcv13
2014,N,1727.919,1586.914,1809.728,TRUE,18+y,Fitted,postpcv13
2014,V,106.418,39.528,189.446,TRUE,<1y,Fitted,postpcv13
2014,V,43.704,16.161,84.765,TRUE,1-4y,Fitted,postpcv13
2014,V,26.666,9.741,52.806,TRUE,5-17y,Fitted,postpcv13
2014,V,624.855,238.191,1223.694,TRUE,18+y,Fitted,postpcv13
2015,F,3.533,0.13,10.368,TRUE,<1y,Fitted,postpcv13
2015,F,1.495,0.056,4.752,TRUE,1-4y,Fitted,postpcv13
2015,F,0.691,0.026,2.1,TRUE,5-17y,Fitted,postpcv13
2015,F,17.93,0.666,50.169,TRUE,18+y,Fitted,postpcv13
2015,N,72.169,68.505,76.747,TRUE,<1y,Fitted,postpcv13
2015,N,45.061,37.465,58.953,TRUE,1-4y,Fitted,postpcv13
2015,N,39.943,35.671,42.965,TRUE,5-17y,Fitted,postpcv13
2015,N,1776.147,1617.916,1859.246,TRUE,18+y,Fitted,postpcv13
2015,V,86.694,32.066,192.392,TRUE,<1y,Fitted,postpcv13
2015,V,39.607,13.291,91.855,TRUE,1-4y,Fitted,postpcv13
2015,V,21.861,7.074,48.832,TRUE,5-17y,Fitted,postpcv13
2015,V,543.847,177.743,1157.598,TRUE,18+y,Fitted,postpcv13
2016,F,2.973,0.067,10.223,TRUE,<1y,Fitted,postpcv13
2016,F,1.343,0.03,4.947,TRUE,1-4y,Fitted,postpcv13
2016,F,0.6,0.013,1.968,TRUE,5-17y,Fitted,postpcv13
2016,F,15.459,0.337,48.445,TRUE,18+y,Fitted,postpcv13
2016,N,72.468,68.962,77.139,TRUE,<1y,Fitted,postpcv13
2016,N,47.491,38.603,62.63,TRUE,1-4y,Fitted,postpcv13
2016,N,40.727,36.33,43.672,TRUE,5-17y,Fitted,postpcv13
2016,N,1828.889,1647.237,1925.51,TRUE,18+y,Fitted,postpcv13
2016,V,71.296,22.878,198.362,TRUE,<1y,Fitted,postpcv13
2016,V,32.687,10.047,92.656,TRUE,1-4y,Fitted,postpcv13
2016,V,18.395,5.354,46.962,TRUE,5-17y,Fitted,postpcv13
2016,V,452.965,134.327,1146.514,TRUE,18+y,Fitted,postpcv13
2017,F,2.623,0.033,10.067,TRUE,<1y,Fitted,postpcv13
2017,F,1.219,0.015,5.123,TRUE,1-4y,Fitted,postpcv13
2017,F,0.496,0.006,1.856,TRUE,5-17y,Fitted,postpcv13
2017,F,13.301,0.163,46.6,TRUE,18+y,Fitted,postpcv13
2017,N,72.707,69.248,77.319,TRUE,<1y,Fitted,postpcv13
2017,N,49.268,39.793,65.76,TRUE,1-4y,Fitted,postpcv13
2017,N,41.534,37.104,44.488,TRUE,5-17y,Fitted,postpcv13
2017,N,1884.966,1678.561,2003.631,TRUE,18+y,Fitted,postpcv13
2017,V,59.832,15.728,208.97,TRUE,<1y,Fitted,postpcv13
2017,V,28.483,7.156,99.027,TRUE,1-4y,Fitted,postpcv13
2017,V,14.611,3.885,44.1,TRUE,5-17y,Fitted,postpcv13
2017,V,348.618,99.597,1140.515,TRUE,18+y,Fitted,postpcv13
2018,F,2.242,0.015,9.924,TRUE,<1y,Fitted,postpcv13
2018,F,1.063,0.007,5.271,TRUE,1-4y,Fitted,postpcv13
2018,F,0.418,0.003,1.766,TRUE,5-17y,Fitted,postpcv13
2018,F,11.344,0.076,44.943,TRUE,18+y,Fitted,postpcv13
2018,N,72.974,69.443,77.435,TRUE,<1y,Fitted,postpcv13
2018,N,50.843,40.884,68.282,TRUE,1-4y,Fitted,postpcv13
2018,N,42.293,37.952,45.335,TRUE,5-17y,Fitted,postpcv13
2018,N,1953.103,1709.708,2089.879,TRUE,18+y,Fitted,postpcv13
2018,V,52.103,9.344,224.207,TRUE,<1y,Fitted,postpcv13
2018,V,25.193,4.428,111.275,TRUE,1-4y,Fitted,postpcv13
2018,V,12.496,2.518,43.789,TRUE,5-17y,Fitted,postpcv13
2018,V,315.313,65.286,1157.803,TRUE,18+y,Fitted,postpcv13
2019,F,1.881,0.007,9.812,TRUE,<1y,Fitted,postpcv13
2019,F,0.905,0.003,5.351,TRUE,1-4y,Fitted,postpcv13
2019,F,0.351,0.001,1.734,TRUE,5-17y,Fitted,postpcv13
2019,F,9.972,0.034,43.52,TRUE,18+y,Fitted,postpcv13
2019,N,73.168,69.681,77.516,TRUE,<1y,Fitted,postpcv13
2019,N,52.163,41.825,70.37,TRUE,1-4y,Fitted,postpcv13
2019,N,43.188,38.845,46.173,TRUE,5-17y,Fitted,postpcv13
2019,N,2010.662,1740.117,2183.527,TRUE,18+y,Fitted,postpcv13
2019,V,44.803,5.534,230.373,TRUE,<1y,Fitted,postpcv13
2019,V,22.12,2.69,120.546,TRUE,1-4y,Fitted,postpcv13
2019,V,10.747,1.351,44.328,TRUE,5-17y,Fitted,postpcv13
2019,V,264.598,35.502,1128.9,TRUE,18+y,Fitted,postpcv13
