yearc,stg,m,l,u,na.rm,agegp,cat,timex
2009,N,128.038,104.484,147.738,TRUE,5-17y,Fitted,prepcv13
2009,N,2916.99,2288.772,3391.326,TRUE,18+y,Fitted,prepcv13
2009,V,32.801,12.839,54.503,TRUE,<1y,Fitted,prepcv13
2009,V,19.667,7.58,33.484,TRUE,1-4y,Fitted,prepcv13
2009,V,14.254,5.593,23.073,TRUE,5-17y,Fitted,prepcv13
2009,V,401.015,158.091,658.273,TRUE,18+y,Fitted,prepcv13
2010,F,3.838,0.397,8.862,TRUE,<1y,Fitted,postpcv13
2010,F,2.636,0.222,6.556,TRUE,1-4y,Fitted,postpcv13
2010,F,1.421,0.137,3.222,TRUE,5-17y,Fitted,postpcv13
2010,F,31.849,3.078,69.457,TRUE,18+y,Fitted,postpcv13
2010,N,48.859,43.694,51.859,TRUE,<1y,Fitted,postpcv13
2010,N,41.421,33.509,55.058,TRUE,1-4y,Fitted,postpcv13
2010,N,39.282,34.532,42.261,TRUE,5-17y,Fitted,postpcv13
2010,N,1579.633,1421.774,1715.269,TRUE,18+y,Fitted,postpcv13
2010,V,205.971,73.733,299.244,TRUE,<1y,Fitted,postpcv13
2010,V,133.661,46.172,230.799,TRUE,1-4y,Fitted,postpcv13
2010,V,93.056,34.243,141.806,TRUE,5-17y,Fitted,postpcv13
2010,V,1848.87,695.158,2829.972,TRUE,18+y,Fitted,postpcv13
2011,F,5.663,0.601,10.712,TRUE,<1y,Fitted,postpcv13
2011,F,2.924,0.257,6.381,TRUE,1-4y,Fitted,postpcv13
2011,F,1.702,0.161,3.476,TRUE,5-17y,Fitted,postpcv13
2011,F,39.007,3.841,76.506,TRUE,18+y,Fitted,postpcv13
2011,N,59.175,53.339,65.319,TRUE,<1y,Fitted,postpcv13
2011,N,38.48,30.989,48.399,TRUE,1-4y,Fitted,postpcv13
2011,N,37.808,33.082,40.648,TRUE,5-17y,Fitted,postpcv13
2011,N,1567.176,1399.968,1712.225,TRUE,18+y,Fitted,postpcv13
2011,V,197.487,69.718,281.74,TRUE,<1y,Fitted,postpcv13
2011,V,98.694,34.241,171.106,TRUE,1-4y,Fitted,postpcv13
2011,V,71.581,26.54,110.056,TRUE,5-17y,Fitted,postpcv13
2011,V,1475.996,579.335,2296.269,TRUE,18+y,Fitted,postpcv13
2012,F,7.475,1.074,12.695,TRUE,<1y,Fitted,postpcv13
2012,F,3.348,0.411,6.475,TRUE,1-4y,Fitted,postpcv13
2012,F,2.049,0.248,3.599,TRUE,5-17y,Fitted,postpcv13
2012,F,50.427,6.248,81.062,TRUE,18+y,Fitted,postpcv13
2012,N,62.191,56.399,70.512,TRUE,<1y,Fitted,postpcv13
2012,N,37.817,30.013,45.135,TRUE,1-4y,Fitted,postpcv13
2012,N,36.432,32.172,39.44,TRUE,5-17y,Fitted,postpcv13
2012,N,1546.725,1390.701,1709.947,TRUE,18+y,Fitted,postpcv13
2012,V,164.062,63.701,267.076,TRUE,<1y,Fitted,postpcv13
2012,V,78.226,25.633,128.519,TRUE,1-4y,Fitted,postpcv13
2012,V,53.241,19.506,86.36,TRUE,5-17y,Fitted,postpcv13
2012,V,1190.13,446.88,1929.985,TRUE,18+y,Fitted,postpcv13
2013,F,8.767,2.035,14.108,TRUE,<1y,Fitted,postpcv13
2013,F,3.815,0.763,6.565,TRUE,1-4y,Fitted,postpcv13
2013,F,2.262,0.432,3.603,TRUE,5-17y,Fitted,postpcv13
2013,F,58.222,11.287,84.11,TRUE,18+y,Fitted,postpcv13
2013,N,62.825,57.609,71.855,TRUE,<1y,Fitted,postpcv13
2013,N,38.361,30.07,47.463,TRUE,1-4y,Fitted,postpcv13
2013,N,35.656,31.767,38.754,TRUE,5-17y,Fitted,postpcv13
2013,N,1529.889,1400.202,1706.743,TRUE,18+y,Fitted,postpcv13
2013,V,127.487,51.404,229.202,TRUE,<1y,Fitted,postpcv13
2013,V,59.576,20.517,101.446,TRUE,1-4y,Fitted,postpcv13
2013,V,39.484,13.799,67.693,TRUE,5-17y,Fitted,postpcv13
2013,V,889.941,329.644,1581.876,TRUE,18+y,Fitted,postpcv13
2014,F,9.928,3.694,15.126,TRUE,<1y,Fitted,postpcv13
2014,F,4.329,1.426,7.053,TRUE,1-4y,Fitted,postpcv13
2014,F,2.354,0.72,3.566,TRUE,5-17y,Fitted,postpcv13
2014,F,63.012,19.423,86.198,TRUE,18+y,Fitted,postpcv13
2014,N,62.856,58.133,71.525,TRUE,<1y,Fitted,postpcv13
2014,N,38.441,30.604,49.869,TRUE,1-4y,Fitted,postpcv13
2014,N,35.304,31.73,38.456,TRUE,5-17y,Fitted,postpcv13
2014,N,1524.654,1422.967,1702.413,TRUE,18+y,Fitted,postpcv13
2014,V,92.32,36.669,187.813,TRUE,<1y,Fitted,postpcv13
2014,V,43.936,15.249,83.208,TRUE,1-4y,Fitted,postpcv13
2014,V,27.201,9.832,51.439,TRUE,5-17y,Fitted,postpcv13
2014,V,651.23,247.181,1268.044,TRUE,18+y,Fitted,postpcv13
2015,F,10.679,5.56,15.789,TRUE,<1y,Fitted,postpcv13
2015,F,4.831,2.311,7.675,TRUE,1-4y,Fitted,postpcv13
2015,F,2.43,1.093,3.541,TRUE,5-17y,Fitted,postpcv13
2015,F,66.233,30.26,87.594,TRUE,18+y,Fitted,postpcv13
2015,N,62.687,58.455,70.261,TRUE,<1y,Fitted,postpcv13
2015,N,39.286,31.481,52.745,TRUE,1-4y,Fitted,postpcv13
2015,N,35.164,31.932,38.404,TRUE,5-17y,Fitted,postpcv13
2015,N,1544.868,1451.872,1699.781,TRUE,18+y,Fitted,postpcv13
2015,V,65.856,22.56,149.372,TRUE,<1y,Fitted,postpcv13
2015,V,30.578,9.431,72.459,TRUE,1-4y,Fitted,postpcv13
2015,V,19.306,6.261,40.413,TRUE,5-17y,Fitted,postpcv13
2015,V,450.034,160.666,982.579,TRUE,18+y,Fitted,postpcv13
2016,F,11.088,6.86,16.067,TRUE,<1y,Fitted,postpcv13
2016,F,5.33,2.901,8.229,TRUE,1-4y,Fitted,postpcv13
2016,F,2.445,1.445,3.505,TRUE,5-17y,Fitted,postpcv13
2016,F,68.356,40.714,88.902,TRUE,18+y,Fitted,postpcv13
2016,N,62.593,58.641,69.21,TRUE,<1y,Fitted,postpcv13
2016,N,40.079,32.463,55.382,TRUE,1-4y,Fitted,postpcv13
2016,N,35.318,32.293,38.454,TRUE,5-17y,Fitted,postpcv13
2016,N,1581.337,1467.93,1723.596,TRUE,18+y,Fitted,postpcv13
2016,V,45.65,13.337,122.927,TRUE,<1y,Fitted,postpcv13
2016,V,21.626,6.003,60.513,TRUE,1-4y,Fitted,postpcv13
2016,V,12.367,3.412,30.971,TRUE,5-17y,Fitted,postpcv13
2016,V,300.14,90.929,751.657,TRUE,18+y,Fitted,postpcv13
2017,F,11.51,7.556,16.24,TRUE,<1y,Fitted,postpcv13
2017,F,5.657,3.323,8.758,TRUE,1-4y,Fitted,postpcv13
2017,F,2.44,1.598,3.463,TRUE,5-17y,Fitted,postpcv13
2017,F,69.972,46.391,89.618,TRUE,18+y,Fitted,postpcv13
2017,N,62.488,58.796,68.678,TRUE,<1y,Fitted,postpcv13
2017,N,41.017,33.438,57.727,TRUE,1-4y,Fitted,postpcv13
2017,N,35.644,32.769,38.609,TRUE,5-17y,Fitted,postpcv13
2017,N,1622.84,1487.258,1765.69,TRUE,18+y,Fitted,postpcv13
2017,V,30.292,8.122,100.34,TRUE,<1y,Fitted,postpcv13
2017,V,14.637,3.778,51.552,TRUE,1-4y,Fitted,postpcv13
2017,V,7.842,1.987,24.365,TRUE,5-17y,Fitted,postpcv13
2017,V,196.89,53.262,599.352,TRUE,18+y,Fitted,postpcv13
2018,F,11.643,7.987,16.345,TRUE,<1y,Fitted,postpcv13
2018,F,6,3.872,9.173,TRUE,1-4y,Fitted,postpcv13
2018,F,2.447,1.603,3.41,TRUE,5-17y,Fitted,postpcv13
2018,F,70.584,48.483,89.915,TRUE,18+y,Fitted,postpcv13
2018,N,62.445,58.91,68.388,TRUE,<1y,Fitted,postpcv13
2018,N,42.075,34.151,59.749,TRUE,1-4y,Fitted,postpcv13
2018,N,36.148,33.38,38.957,TRUE,5-17y,Fitted,postpcv13
2018,N,1660.507,1506.712,1813.449,TRUE,18+y,Fitted,postpcv13
2018,V,19.032,4.549,82.548,TRUE,<1y,Fitted,postpcv13
2018,V,9.814,2.202,43.603,TRUE,1-4y,Fitted,postpcv13
2018,V,4.635,1.09,19.826,TRUE,5-17y,Fitted,postpcv13
2018,V,117.286,28.166,493.303,TRUE,18+y,Fitted,postpcv13
2019,F,11.771,8.376,16.408,TRUE,<1y,Fitted,postpcv13
2019,F,6.204,4.068,9.514,TRUE,1-4y,Fitted,postpcv13
2019,F,2.449,1.593,3.391,TRUE,5-17y,Fitted,postpcv13
2019,F,70.597,48.636,89.918,TRUE,18+y,Fitted,postpcv13
2019,N,62.42,58.981,67.913,TRUE,<1y,Fitted,postpcv13
2019,N,43.026,34.829,61.452,TRUE,1-4y,Fitted,postpcv13
2019,N,36.705,34.106,39.448,TRUE,5-17y,Fitted,postpcv13
2019,N,1709.654,1527.251,1886.122,TRUE,18+y,Fitted,postpcv13
2019,V,11.525,2.295,67.553,TRUE,<1y,Fitted,postpcv13
2019,V,6.163,1.168,37.055,TRUE,1-4y,Fitted,postpcv13
2019,V,2.784,0.523,16.641,TRUE,5-17y,Fitted,postpcv13
2019,V,70.265,13.788,410.934,TRUE,18+y,Fitted,postpcv13
