yearc,stg,m,l,u,na.rm,agegp,cat,timex
2005,N,111.531,95.43,124.567,TRUE,1-4y,Fitted,prepcv13
2005,N,90.428,80.688,101.495,TRUE,5-17y,Fitted,prepcv13
2005,N,1794.607,1612.844,2004.742,TRUE,18+y,Fitted,prepcv13
2005,V,47.447,31.106,66.437,TRUE,<1y,Fitted,prepcv13
2005,V,37.133,24.804,50.932,TRUE,1-4y,Fitted,prepcv13
2005,V,23.077,15.687,31.647,TRUE,5-17y,Fitted,prepcv13
2005,V,593.087,399.645,827.729,TRUE,18+y,Fitted,prepcv13
2006,F,7.247,3.122,13.761,TRUE,<1y,Fitted,prepcv13
2006,F,5.723,2.472,10.168,TRUE,1-4y,Fitted,prepcv13
2006,F,2.514,1.126,3.939,TRUE,5-17y,Fitted,prepcv13
2006,F,48.341,21.339,74.7,TRUE,18+y,Fitted,prepcv13
2006,N,220.176,202.231,238.101,TRUE,<1y,Fitted,prepcv13
2006,N,122.125,102.13,137.615,TRUE,1-4y,Fitted,prepcv13
2006,N,100.63,87.761,113.478,TRUE,5-17y,Fitted,prepcv13
2006,N,2022.797,1775.595,2278.483,TRUE,18+y,Fitted,prepcv13
2006,V,40.89,23.897,61.775,TRUE,<1y,Fitted,prepcv13
2006,V,29.836,17.434,43.861,TRUE,1-4y,Fitted,prepcv13
2006,V,19.44,11.764,28.143,TRUE,5-17y,Fitted,prepcv13
2006,V,510.789,306.709,756.807,TRUE,18+y,Fitted,prepcv13
2007,F,6.665,2.348,13.606,TRUE,<1y,Fitted,prepcv13
2007,F,4.872,1.704,9.675,TRUE,1-4y,Fitted,prepcv13
2007,F,2.24,0.812,3.826,TRUE,5-17y,Fitted,prepcv13
2007,F,44.581,15.788,73.263,TRUE,18+y,Fitted,prepcv13
2007,N,223.513,205.001,241.339,TRUE,<1y,Fitted,prepcv13
2007,N,130.665,106.64,147.853,TRUE,1-4y,Fitted,prepcv13
2007,N,110.721,93.395,124.906,TRUE,5-17y,Fitted,prepcv13
2007,N,2295.349,1929.286,2592.972,TRUE,18+y,Fitted,prepcv13
2007,V,35.657,18.36,58.438,TRUE,<1y,Fitted,prepcv13
2007,V,24.437,12.417,38.953,TRUE,1-4y,Fitted,prepcv13
2007,V,16.33,8.691,25.666,TRUE,5-17y,Fitted,prepcv13
2007,V,443.312,233.999,702.359,TRUE,18+y,Fitted,prepcv13
2008,F,6.227,1.732,13.511,TRUE,<1y,Fitted,prepcv13
2008,F,4.251,1.162,9.348,TRUE,1-4y,Fitted,prepcv13
2008,F,2.013,0.574,3.728,TRUE,5-17y,Fitted,prepcv13
2008,F,40.538,11.476,72.135,TRUE,18+y,Fitted,prepcv13
2008,N,226.631,207.154,243.819,TRUE,<1y,Fitted,prepcv13
2008,N,137.261,109.774,155.898,TRUE,1-4y,Fitted,prepcv13
2008,N,119.358,98.361,136.366,TRUE,5-17y,Fitted,prepcv13
2008,N,2585.283,2084.189,2971.863,TRUE,18+y,Fitted,prepcv13
2008,V,31.469,13.982,55.75,TRUE,<1y,Fitted,prepcv13
2008,V,20.096,8.882,35.395,TRUE,1-4y,Fitted,prepcv13
2008,V,13.96,6.239,23.796,TRUE,5-17y,Fitted,prepcv13
2008,V,382.465,174.921,657.167,TRUE,18+y,Fitted,prepcv13
2009,F,5.83,1.244,13.448,TRUE,<1y,Fitted,prepcv13
2009,F,3.776,0.779,9.128,TRUE,1-4y,Fitted,prepcv13
2009,F,1.828,0.398,3.65,TRUE,5-17y,Fitted,prepcv13
2009,F,37.297,8.161,71.595,TRUE,18+y,Fitted,prepcv13
2009,N,228.957,208.881,245.755,TRUE,<1y,Fitted,prepcv13
2009,N,142.343,111.97,162.177,TRUE,1-4y,Fitted,prepcv13
2009,N,127.92,102.174,147.239,TRUE,5-17y,Fitted,prepcv13
2009,N,2922.899,2223.39,3407.657,TRUE,18+y,Fitted,prepcv13
2009,V,27.801,10.504,53.483,TRUE,<1y,Fitted,prepcv13
2009,V,16.914,6.332,32.746,TRUE,1-4y,Fitted,prepcv13
2009,V,12.211,4.521,22.236,TRUE,5-17y,Fitted,prepcv13
2009,V,339.253,127.682,623.922,TRUE,18+y,Fitted,prepcv13
2010,F,3.886,0.673,8.427,TRUE,<1y,Fitted,postpcv13
2010,F,2.69,0.421,7.092,TRUE,1-4y,Fitted,postpcv13
2010,F,1.688,0.288,3.614,TRUE,5-17y,Fitted,postpcv13
2010,F,36.958,6.502,73.589,TRUE,18+y,Fitted,postpcv13
2010,N,47.69,42.727,52.473,TRUE,<1y,Fitted,postpcv13
2010,N,40.279,31.057,51.361,TRUE,1-4y,Fitted,postpcv13
2010,N,36.537,31.026,41.273,TRUE,5-17y,Fitted,postpcv13
2010,N,1484.789,1239.178,1707.885,TRUE,18+y,Fitted,postpcv13
2010,V,144.678,54.513,288.382,TRUE,<1y,Fitted,postpcv13
2010,V,97.414,35.411,189.521,TRUE,1-4y,Fitted,postpcv13
2010,V,65.147,23.145,123.706,TRUE,5-17y,Fitted,postpcv13
2010,V,1314.042,462.292,2499.272,TRUE,18+y,Fitted,postpcv13
2011,F,4.018,0.682,8.724,TRUE,<1y,Fitted,postpcv13
2011,F,2.17,0.327,5.996,TRUE,1-4y,Fitted,postpcv13
2011,F,1.432,0.232,3.197,TRUE,5-17y,Fitted,postpcv13
2011,F,32.905,5.545,67.353,TRUE,18+y,Fitted,postpcv13
2011,N,60.301,53.372,66.508,TRUE,<1y,Fitted,postpcv13
2011,N,38.371,30.119,45.923,TRUE,1-4y,Fitted,postpcv13
2011,N,36.591,30.716,40.596,TRUE,5-17y,Fitted,postpcv13
2011,N,1518.244,1288.42,1716.652,TRUE,18+y,Fitted,postpcv13
2011,V,129.97,48.437,264.408,TRUE,<1y,Fitted,postpcv13
2011,V,68.046,24.13,131.189,TRUE,1-4y,Fitted,postpcv13
2011,V,49.467,16.445,92.734,TRUE,5-17y,Fitted,postpcv13
2011,V,1024.204,345.243,1901.378,TRUE,18+y,Fitted,postpcv13
2012,F,3.724,0.574,9.221,TRUE,<1y,Fitted,postpcv13
2012,F,1.798,0.266,5.037,TRUE,1-4y,Fitted,postpcv13
2012,F,1.136,0.186,2.901,TRUE,5-17y,Fitted,postpcv13
2012,F,27.155,4.62,63.173,TRUE,18+y,Fitted,postpcv13
2012,N,66.083,58.331,72.378,TRUE,<1y,Fitted,postpcv13
2012,N,38.296,31.134,44.396,TRUE,1-4y,Fitted,postpcv13
2012,N,36.787,30.695,40.459,TRUE,5-17y,Fitted,postpcv13
2012,N,1567.32,1337.84,1735.359,TRUE,18+y,Fitted,postpcv13
2012,V,116.579,43.827,226.461,TRUE,<1y,Fitted,postpcv13
2012,V,54.64,19.206,100.139,TRUE,1-4y,Fitted,postpcv13
2012,V,37.959,12.804,67.031,TRUE,5-17y,Fitted,postpcv13
2012,V,835.638,281.709,1484.968,TRUE,18+y,Fitted,postpcv13
2013,F,3.375,0.523,9.219,TRUE,<1y,Fitted,postpcv13
2013,F,1.511,0.213,4.639,TRUE,1-4y,Fitted,postpcv13
2013,F,0.904,0.128,2.58,TRUE,5-17y,Fitted,postpcv13
2013,F,22.317,3.219,58.69,TRUE,18+y,Fitted,postpcv13
2013,N,68.947,60.552,74.933,TRUE,<1y,Fitted,postpcv13
2013,N,39.528,32.723,47.292,TRUE,1-4y,Fitted,postpcv13
2013,N,37.27,31.15,40.773,TRUE,5-17y,Fitted,postpcv13
2013,N,1626.366,1370.835,1757.355,TRUE,18+y,Fitted,postpcv13
2013,V,101.024,39.893,191.394,TRUE,<1y,Fitted,postpcv13
2013,V,45.606,16.91,84.561,TRUE,1-4y,Fitted,postpcv13
2013,V,30.437,10.617,53.895,TRUE,5-17y,Fitted,postpcv13
2013,V,693.663,243.097,1223.311,TRUE,18+y,Fitted,postpcv13
2014,F,2.862,0.379,9.257,TRUE,<1y,Fitted,postpcv13
2014,F,1.329,0.176,4.467,TRUE,1-4y,Fitted,postpcv13
2014,F,0.713,0.088,2.414,TRUE,5-17y,Fitted,postpcv13
2014,F,18.144,2.251,59.154,TRUE,18+y,Fitted,postpcv13
2014,N,70.339,61.622,76.092,TRUE,<1y,Fitted,postpcv13
2014,N,41.578,34.004,51.472,TRUE,1-4y,Fitted,postpcv13
2014,N,37.879,32.05,41.346,TRUE,5-17y,Fitted,postpcv13
2014,N,1676.77,1408.575,1788.033,TRUE,18+y,Fitted,postpcv13
2014,V,91.336,35.061,178.615,TRUE,<1y,Fitted,postpcv13
2014,V,38.529,15.458,76.865,TRUE,1-4y,Fitted,postpcv13
2014,V,24.766,9.179,46.82,TRUE,5-17y,Fitted,postpcv13
2014,V,585.973,217.522,1132.267,TRUE,18+y,Fitted,postpcv13
2015,F,2.444,0.195,9.177,TRUE,<1y,Fitted,postpcv13
2015,F,1.121,0.092,4.526,TRUE,1-4y,Fitted,postpcv13
2015,F,0.594,0.048,2.261,TRUE,5-17y,Fitted,postpcv13
2015,F,15.331,1.253,56.669,TRUE,18+y,Fitted,postpcv13
2015,N,71.08,62.42,76.698,TRUE,<1y,Fitted,postpcv13
2015,N,42.472,35.259,55.54,TRUE,1-4y,Fitted,postpcv13
2015,N,38.599,33,42.267,TRUE,5-17y,Fitted,postpcv13
2015,N,1735.237,1454.169,1842.983,TRUE,18+y,Fitted,postpcv13
2015,V,84.633,28.953,176.424,TRUE,<1y,Fitted,postpcv13
2015,V,37.72,12.716,77.233,TRUE,1-4y,Fitted,postpcv13
2015,V,20.674,7.188,43.13,TRUE,5-17y,Fitted,postpcv13
2015,V,508.436,179.531,1034.935,TRUE,18+y,Fitted,postpcv13
2016,F,2.225,0.11,9.049,TRUE,<1y,Fitted,postpcv13
2016,F,1.042,0.053,4.791,TRUE,1-4y,Fitted,postpcv13
2016,F,0.474,0.022,2.094,TRUE,5-17y,Fitted,postpcv13
2016,F,12.552,0.596,52.853,TRUE,18+y,Fitted,postpcv13
2016,N,71.704,63.105,76.953,TRUE,<1y,Fitted,postpcv13
2016,N,44.391,36.636,59.327,TRUE,1-4y,Fitted,postpcv13
2016,N,39.576,33.687,43.203,TRUE,5-17y,Fitted,postpcv13
2016,N,1794.089,1505.831,1919.572,TRUE,18+y,Fitted,postpcv13
2016,V,72.161,21.203,190.207,TRUE,<1y,Fitted,postpcv13
2016,V,32.411,9.877,84.791,TRUE,1-4y,Fitted,postpcv13
2016,V,17.168,5.344,41.808,TRUE,5-17y,Fitted,postpcv13
2016,V,435.663,129.944,1080.127,TRUE,18+y,Fitted,postpcv13
2017,F,1.789,0.051,8.89,TRUE,<1y,Fitted,postpcv13
2017,F,0.898,0.025,4.86,TRUE,1-4y,Fitted,postpcv13
2017,F,0.37,0.011,1.957,TRUE,5-17y,Fitted,postpcv13
2017,F,10.113,0.305,50.23,TRUE,18+y,Fitted,postpcv13
2017,N,72.06,63.681,77.065,TRUE,<1y,Fitted,postpcv13
2017,N,45.984,38.025,62.651,TRUE,1-4y,Fitted,postpcv13
2017,N,40.387,34.69,44.17,TRUE,5-17y,Fitted,postpcv13
2017,N,1849.85,1551.207,2005.201,TRUE,18+y,Fitted,postpcv13
2017,V,67.733,13.605,200.221,TRUE,<1y,Fitted,postpcv13
2017,V,31.192,6.056,94.322,TRUE,1-4y,Fitted,postpcv13
2017,V,14.633,3.405,43.542,TRUE,5-17y,Fitted,postpcv13
2017,V,373.625,87.773,1125.615,TRUE,18+y,Fitted,postpcv13
2018,F,1.436,0.023,8.716,TRUE,<1y,Fitted,postpcv13
2018,F,0.738,0.011,4.868,TRUE,1-4y,Fitted,postpcv13
2018,F,0.293,0.005,1.889,TRUE,5-17y,Fitted,postpcv13
2018,F,8.407,0.133,49.422,TRUE,18+y,Fitted,postpcv13
2018,N,72.321,64.236,77.23,TRUE,<1y,Fitted,postpcv13
2018,N,47.627,39.361,65.451,TRUE,1-4y,Fitted,postpcv13
2018,N,41.441,35.8,45.207,TRUE,5-17y,Fitted,postpcv13
2018,N,1904.895,1602.986,2097.018,TRUE,18+y,Fitted,postpcv13
2018,V,59.674,8.71,212.916,TRUE,<1y,Fitted,postpcv13
2018,V,29.495,4.07,104.586,TRUE,1-4y,Fitted,postpcv13
2018,V,12.302,2.12,45.398,TRUE,5-17y,Fitted,postpcv13
2018,V,319.104,53.366,1189.571,TRUE,18+y,Fitted,postpcv13
2019,F,1.083,0.009,8.535,TRUE,<1y,Fitted,postpcv13
2019,F,0.57,0.004,4.859,TRUE,1-4y,Fitted,postpcv13
2019,F,0.232,0.002,1.87,TRUE,5-17y,Fitted,postpcv13
2019,F,6.441,0.056,48.668,TRUE,18+y,Fitted,postpcv13
2019,N,72.619,64.799,77.41,TRUE,<1y,Fitted,postpcv13
2019,N,49.401,40.606,67.772,TRUE,1-4y,Fitted,postpcv13
2019,N,42.344,36.809,46.262,TRUE,5-17y,Fitted,postpcv13
2019,N,1970.511,1656.344,2200.173,TRUE,18+y,Fitted,postpcv13
2019,V,52.156,5.359,223.314,TRUE,<1y,Fitted,postpcv13
2019,V,24.84,2.693,113.547,TRUE,1-4y,Fitted,postpcv13
2019,V,10.842,1.297,46.848,TRUE,5-17y,Fitted,postpcv13
2019,V,277.005,32.441,1238.268,TRUE,18+y,Fitted,postpcv13
